Date,IT Dep.,CostElement,Country,Budget
1/02/2020,Planning,Hardware,United Kingdom,243
1/03/2020,Planning,Hardware,United Kingdom,243
1/04/2020,Planning,Hardware,United Kingdom,243
1/05/2020,Planning,Hardware,United Kingdom,243
1/06/2020,Planning,Hardware,United Kingdom,243
1/07/2020,Planning,Hardware,United Kingdom,243
1/08/2020,Planning,Hardware,United Kingdom,243
1/09/2020,Planning,Hardware,United Kingdom,243
1/10/2020,Planning,Hardware,United Kingdom,243
1/11/2020,Planning,Hardware,United Kingdom,243
1/12/2020,Planning,Hardware,United Kingdom,243
1/01/2020,Planning,Hardware,USA,"2,025"
1/02/2020,Planning,Hardware,USA,"2,025"
1/03/2020,Planning,Hardware,USA,"51,150"
1/04/2020,Planning,Hardware,USA,"2,025"
1/05/2020,Planning,Hardware,USA,"2,025"
1/06/2020,Planning,Hardware,USA,"309,150"
1/07/2020,Planning,Hardware,USA,"2,025"
1/08/2020,Planning,Hardware,USA,"2,025"
1/09/2020,Planning,Hardware,USA,"51,150"
1/10/2020,Planning,Hardware,USA,"2,025"
1/11/2020,Planning,Hardware,USA,"2,025"
1/12/2020,Planning,Hardware,USA,"51,150"
1/01/2020,Planning,Hardware Maintenance,Brazil,662
1/02/2020,Planning,Hardware Maintenance,Brazil,662
1/03/2020,Planning,Hardware Maintenance,Brazil,662
1/04/2020,Planning,Hardware Maintenance,Brazil,662
1/05/2020,Planning,Hardware Maintenance,Brazil,662
1/06/2020,Planning,Hardware Maintenance,Brazil,662
1/07/2020,Planning,Hardware Maintenance,Brazil,662
1/08/2020,Planning,Hardware Maintenance,Brazil,662
1/09/2020,Planning,Hardware Maintenance,Brazil,662
1/10/2020,Planning,Hardware Maintenance,Brazil,662
1/11/2020,Planning,Hardware Maintenance,Brazil,662
1/12/2020,Planning,Hardware Maintenance,Brazil,674
1/01/2020,Planning,Hardware Maintenance,USA,"13,190"
1/02/2020,Planning,Hardware Maintenance,USA,"13,190"
1/03/2020,Planning,Hardware Maintenance,USA,"13,190"
1/04/2020,Planning,Hardware Maintenance,USA,"13,190"
1/05/2020,Planning,Hardware Maintenance,USA,"13,190"
1/06/2020,Planning,Hardware Maintenance,USA,"13,190"
1/07/2020,Planning,Hardware Maintenance,USA,"13,190"
1/08/2020,Planning,Hardware Maintenance,USA,"13,190"
1/09/2020,Planning,Hardware Maintenance,USA,"13,190"
1/10/2020,Planning,Hardware Maintenance,USA,"13,190"
1/11/2020,Planning,Hardware Maintenance,USA,"13,190"
1/12/2020,Planning,Hardware Maintenance,USA,"13,197"
1/01/2020,Planning,Inbound Allocations,France,"2,660"
1/02/2020,Planning,Inbound Allocations,France,"2,660"
1/03/2020,Planning,Inbound Allocations,France,"2,660"
1/04/2020,Planning,Inbound Allocations,France,"2,660"
1/05/2020,Planning,Inbound Allocations,France,"2,660"
1/06/2020,Planning,Inbound Allocations,France,"2,660"
1/07/2020,Planning,Inbound Allocations,France,"2,660"
1/08/2020,Planning,Inbound Allocations,France,"2,660"
1/09/2020,Planning,Inbound Allocations,France,"2,660"
1/10/2020,Planning,Inbound Allocations,France,"2,660"
1/11/2020,Planning,Inbound Allocations,France,"2,660"
1/12/2020,Planning,Inbound Allocations,France,"2,660"
1/01/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/02/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/03/2020,Planning,Inbound Allocations,United Kingdom,"15,488"
1/04/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/05/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/06/2020,Planning,Inbound Allocations,United Kingdom,"15,488"
1/07/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/08/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/09/2020,Planning,Inbound Allocations,United Kingdom,"15,488"
1/10/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/11/2020,Planning,Inbound Allocations,United Kingdom,"-5,410"
1/12/2020,Planning,Inbound Allocations,United Kingdom,"15,488"
1/07/2020,Planning,Inbound Allocations,USA,"81,000"
1/08/2020,Planning,Inbound Allocations,USA,"81,000"
1/09/2020,Planning,Inbound Allocations,USA,"81,000"
1/10/2020,Planning,Inbound Allocations,USA,"81,000"
1/11/2020,Planning,Inbound Allocations,USA,"81,000"
1/12/2020,Planning,Inbound Allocations,USA,"81,000"
1/01/2020,Planning,Internal Labor,France,"13,033"
1/02/2020,Planning,Internal Labor,France,"13,033"
1/03/2020,Planning,Internal Labor,France,"13,033"
1/04/2020,Planning,Internal Labor,France,"13,033"
1/05/2020,Planning,Internal Labor,France,"13,033"
1/06/2020,Planning,Internal Labor,France,"13,033"
1/07/2020,Planning,Internal Labor,France,"13,033"
1/08/2020,Planning,Internal Labor,France,"13,033"
1/09/2020,Planning,Internal Labor,France,"13,033"
1/10/2020,Planning,Internal Labor,France,"13,033"
1/11/2020,Planning,Internal Labor,France,"13,033"
1/12/2020,Planning,Internal Labor,France,"13,033"
1/01/2020,Planning,Internal Labor,United Kingdom,"1,091"
1/02/2020,Planning,Internal Labor,United Kingdom,"1,091"
1/03/2020,Planning,Internal Labor,United Kingdom,"1,202"
1/04/2020,Planning,Internal Labor,United Kingdom,"-3,658"
1/05/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/06/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/07/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/08/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/09/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/10/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/11/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/12/2020,Planning,Internal Labor,United Kingdom,"-3,706"
1/01/2020,Planning,Internal Labor,USA,"408,311"
1/02/2020,Planning,Internal Labor,USA,"413,818"
1/03/2020,Planning,Internal Labor,USA,"447,658"
1/04/2020,Planning,Internal Labor,USA,"419,308"
1/05/2020,Planning,Internal Labor,USA,"419,135"
1/06/2020,Planning,Internal Labor,USA,"419,097"
1/07/2020,Planning,Internal Labor,USA,"295,901"
1/08/2020,Planning,Internal Labor,USA,"295,840"
1/09/2020,Planning,Internal Labor,USA,"295,013"
1/10/2020,Planning,Internal Labor,USA,"302,663"
1/11/2020,Planning,Internal Labor,USA,"301,453"
1/12/2020,Planning,Internal Labor,USA,"300,217"
1/01/2020,Planning,Other,United Kingdom,130
1/02/2020,Planning,Other,United Kingdom,130
1/03/2020,Planning,Other,United Kingdom,"38,642"
1/04/2020,Planning,Other,United Kingdom,130
1/05/2020,Planning,Other,United Kingdom,130
1/06/2020,Planning,Other,United Kingdom,"36,625"
1/07/2020,Planning,Other,United Kingdom,130
1/08/2020,Planning,Other,United Kingdom,130
1/09/2020,Planning,Other,United Kingdom,"35,362"
1/10/2020,Planning,Other,United Kingdom,130
1/11/2020,Planning,Other,United Kingdom,130
1/12/2020,Planning,Other,United Kingdom,"35,957"
1/01/2020,Planning,Other,USA,"3,970"
1/02/2020,Planning,Other,USA,"3,970"
1/03/2020,Planning,Other,USA,"3,970"
1/04/2020,Planning,Other,USA,"3,970"
1/05/2020,Planning,Other,USA,"3,970"
1/06/2020,Planning,Other,USA,"3,970"
1/07/2020,Planning,Other,USA,"3,970"
1/08/2020,Planning,Other,USA,"3,970"
1/09/2020,Planning,Other,USA,"3,970"
1/10/2020,Planning,Other,USA,"3,970"
1/11/2020,Planning,Other,USA,"3,970"
1/12/2020,Planning,Other,USA,"3,973"
1/01/2020,Planning,Outbound Allocations,United Kingdom,"-3,891"
1/02/2020,Planning,Outbound Allocations,United Kingdom,"-3,891"
1/03/2020,Planning,Outbound Allocations,United Kingdom,"-3,891"
1/04/2020,Planning,Outbound Allocations,United Kingdom,"-3,906"
1/05/2020,Planning,Outbound Allocations,United Kingdom,"-3,906"
1/06/2020,Planning,Outbound Allocations,United Kingdom,"-3,906"
1/07/2020,Planning,Outbound Allocations,United Kingdom,"-3,955"
1/08/2020,Planning,Outbound Allocations,United Kingdom,"-3,955"
1/09/2020,Planning,Outbound Allocations,United Kingdom,"-3,955"
1/10/2020,Planning,Outbound Allocations,United Kingdom,"-3,826"
1/11/2020,Planning,Outbound Allocations,United Kingdom,"-3,826"
1/12/2020,Planning,Outbound Allocations,United Kingdom,"-3,826"
1/03/2020,Planning,Software,United Kingdom,"7,290"
1/01/2020,Planning,Software,USA,"23,500"
1/02/2020,Planning,Software,USA,"22,750"
1/03/2020,Planning,Software,USA,"22,750"
1/04/2020,Planning,Software,USA,"42,550"
1/05/2020,Planning,Software,USA,"112,750"
1/06/2020,Planning,Software,USA,"78,850"
1/07/2020,Planning,Software,USA,"25,750"
1/08/2020,Planning,Software,USA,"22,750"
1/09/2020,Planning,Software,USA,"22,750"
1/10/2020,Planning,Software,USA,"22,750"
1/11/2020,Planning,Software,USA,"28,583"
1/12/2020,Planning,Software,USA,"28,583"
1/01/2020,Planning,Software Maintenance,USA,"2,050,578"
1/02/2020,Planning,Software Maintenance,USA,"284,873"
1/03/2020,Planning,Software Maintenance,USA,"343,934"
1/04/2020,Planning,Software Maintenance,USA,"274,275"
1/05/2020,Planning,Software Maintenance,USA,"202,103"
1/06/2020,Planning,Software Maintenance,USA,"1,163,256"
1/07/2020,Planning,Software Maintenance,USA,"1,404,530"
1/08/2020,Planning,Software Maintenance,USA,"202,103"
1/09/2020,Planning,Software Maintenance,USA,"203,979"
1/10/2020,Planning,Software Maintenance,USA,"249,833"
1/11/2020,Planning,Software Maintenance,USA,"339,914"
1/12/2020,Planning,Software Maintenance,USA,"219,366"
1/01/2020,Planning,Supplies,United Kingdom,36
1/02/2020,Planning,Supplies,United Kingdom,36
1/03/2020,Planning,Supplies,United Kingdom,36
1/04/2020,Planning,Supplies,United Kingdom,36
1/05/2020,Planning,Supplies,United Kingdom,36
1/06/2020,Planning,Supplies,United Kingdom,36
1/07/2020,Planning,Supplies,United Kingdom,36
1/08/2020,Planning,Supplies,United Kingdom,36
1/09/2020,Planning,Supplies,United Kingdom,36
1/10/2020,Planning,Supplies,United Kingdom,36
1/11/2020,Planning,Supplies,United Kingdom,36
1/12/2020,Planning,Supplies,United Kingdom,36
1/01/2020,Planning,Supplies,USA,"2,040"
1/02/2020,Planning,Supplies,USA,"2,040"
1/03/2020,Planning,Supplies,USA,"2,040"
1/04/2020,Planning,Supplies,USA,"2,040"
1/05/2020,Planning,Supplies,USA,"2,040"
1/06/2020,Planning,Supplies,USA,"2,040"
1/07/2020,Planning,Supplies,USA,"2,040"
1/08/2020,Planning,Supplies,USA,"2,040"
1/09/2020,Planning,Supplies,USA,"2,040"
1/10/2020,Planning,Supplies,USA,"2,040"
1/11/2020,Planning,Supplies,USA,"2,040"
1/12/2020,Planning,Supplies,USA,"2,040"
1/01/2020,Planning,Telecomm,United Kingdom,"4,095"
1/02/2020,Planning,Telecomm,United Kingdom,"4,095"
1/03/2020,Planning,Telecomm,United Kingdom,"4,095"
1/04/2020,Planning,Telecomm,United Kingdom,"4,095"
1/05/2020,Planning,Telecomm,United Kingdom,"4,095"
1/06/2020,Planning,Telecomm,United Kingdom,"4,095"
1/07/2020,Planning,Telecomm,United Kingdom,"4,095"
1/08/2020,Planning,Telecomm,United Kingdom,"4,095"
1/09/2020,Planning,Telecomm,United Kingdom,"4,095"
1/10/2020,Planning,Telecomm,United Kingdom,"4,095"
1/11/2020,Planning,Telecomm,United Kingdom,"4,095"
1/12/2020,Planning,Telecomm,United Kingdom,"4,095"
1/01/2020,Planning,Training,United Kingdom,243
1/02/2020,Planning,Training,United Kingdom,243
1/03/2020,Planning,Training,United Kingdom,243
1/04/2020,Planning,Training,United Kingdom,243
1/05/2020,Planning,Training,United Kingdom,243
1/06/2020,Planning,Training,United Kingdom,243
1/07/2020,Planning,Training,United Kingdom,243
1/08/2020,Planning,Training,United Kingdom,243
1/09/2020,Planning,Training,United Kingdom,243
1/10/2020,Planning,Training,United Kingdom,243
1/11/2020,Planning,Training,United Kingdom,243
1/12/2020,Planning,Training,United Kingdom,243
1/01/2020,Planning,Training,USA,"7,054"
1/02/2020,Planning,Training,USA,"7,054"
1/03/2020,Planning,Training,USA,"7,054"
1/04/2020,Planning,Training,USA,"7,054"
1/05/2020,Planning,Training,USA,"7,054"
1/06/2020,Planning,Training,USA,"7,054"
1/07/2020,Planning,Training,USA,"7,054"
1/08/2020,Planning,Training,USA,"7,054"
1/09/2020,Planning,Training,USA,"7,054"
1/10/2020,Planning,Training,USA,"7,054"
1/11/2020,Planning,Training,USA,"7,054"
1/12/2020,Planning,Training,USA,"7,054"
1/01/2020,Planning,Travel,France,816
1/02/2020,Planning,Travel,France,816
1/03/2020,Planning,Travel,France,816
1/04/2020,Planning,Travel,France,816
1/05/2020,Planning,Travel,France,816
1/06/2020,Planning,Travel,France,816
1/07/2020,Planning,Travel,France,816
1/08/2020,Planning,Travel,France,816
1/09/2020,Planning,Travel,France,816
1/10/2020,Planning,Travel,France,816
1/11/2020,Planning,Travel,France,816
1/12/2020,Planning,Travel,France,816
1/01/2020,Planning,Travel,United Kingdom,-365
1/02/2020,Planning,Travel,United Kingdom,-365
1/03/2020,Planning,Travel,United Kingdom,-365
1/04/2020,Planning,Travel,United Kingdom,-365
1/05/2020,Planning,Travel,United Kingdom,-365
1/06/2020,Planning,Travel,United Kingdom,-365
1/07/2020,Planning,Travel,United Kingdom,-365
1/08/2020,Planning,Travel,United Kingdom,-365
1/09/2020,Planning,Travel,United Kingdom,-365
1/10/2020,Planning,Travel,United Kingdom,-365
1/11/2020,Planning,Travel,United Kingdom,-364
1/12/2020,Planning,Travel,United Kingdom,-365
1/06/2020,Portals,Administrative,USA,"-4,200"
1/07/2020,Portals,Administrative,USA,"-4,200"
1/08/2020,Portals,Administrative,USA,"-4,200"
1/09/2020,Portals,Administrative,USA,"-4,200"
1/10/2020,Portals,Administrative,USA,"-4,200"
1/11/2020,Portals,Administrative,USA,"-4,200"
1/12/2020,Portals,Administrative,USA,"-4,200"
1/01/2020,Portals,Employee Performance,USA,116
1/02/2020,Portals,Employee Performance,USA,116
1/03/2020,Portals,Employee Performance,USA,116
1/04/2020,Portals,Employee Performance,USA,116
1/05/2020,Portals,Employee Performance,USA,116
1/06/2020,Portals,Employee Performance,USA,116
1/07/2020,Portals,Employee Performance,USA,116
1/08/2020,Portals,Employee Performance,USA,116
1/09/2020,Portals,Employee Performance,USA,116
1/10/2020,Portals,Employee Performance,USA,116
1/11/2020,Portals,Employee Performance,USA,116
1/12/2020,Portals,Employee Performance,USA,116
1/01/2020,Portals,External Labor,USA,"15,000"
1/02/2020,Portals,External Labor,USA,"15,000"
1/03/2020,Portals,External Labor,USA,"72,000"
1/04/2020,Portals,External Labor,USA,"15,000"
1/05/2020,Portals,External Labor,USA,"15,000"
1/06/2020,Portals,External Labor,USA,"72,000"
1/07/2020,Portals,External Labor,USA,"15,000"
1/08/2020,Portals,External Labor,USA,"15,000"
1/09/2020,Portals,External Labor,USA,"72,000"
1/10/2020,Portals,External Labor,USA,"15,000"
1/11/2020,Portals,External Labor,USA,"15,000"
1/12/2020,Portals,External Labor,USA,"72,000"
1/03/2020,Portals,Hardware,USA,"3,750"
1/06/2020,Portals,Hardware,USA,"3,750"
1/09/2020,Portals,Hardware,USA,"3,750"
1/12/2020,Portals,Hardware,USA,"3,750"
1/01/2020,Portals,Internal Labor,USA,"67,733"
1/02/2020,Portals,Internal Labor,USA,"68,880"
1/03/2020,Portals,Internal Labor,USA,"74,993"
1/04/2020,Portals,Internal Labor,USA,"69,537"
1/05/2020,Portals,Internal Labor,USA,"69,537"
1/06/2020,Portals,Internal Labor,USA,"69,537"
1/07/2020,Portals,Internal Labor,USA,"70,027"
1/08/2020,Portals,Internal Labor,USA,"70,027"
1/09/2020,Portals,Internal Labor,USA,"69,808"
1/10/2020,Portals,Internal Labor,USA,"71,373"
1/11/2020,Portals,Internal Labor,USA,"70,711"
1/12/2020,Portals,Internal Labor,USA,"70,150"
1/01/2020,Portals,Recognition,USA,30
1/02/2020,Portals,Recognition,USA,30
1/03/2020,Portals,Recognition,USA,30
1/04/2020,Portals,Recognition,USA,30
1/05/2020,Portals,Recognition,USA,30
1/06/2020,Portals,Recognition,USA,30
1/07/2020,Portals,Recognition,USA,30
1/08/2020,Portals,Recognition,USA,30
1/09/2020,Portals,Recognition,USA,30
1/10/2020,Portals,Recognition,USA,30
1/11/2020,Portals,Recognition,USA,30
1/12/2020,Portals,Recognition,USA,30
1/03/2020,Portals,Software,USA,"37,500"
1/06/2020,Portals,Software,USA,"112,500"
1/09/2020,Portals,Software,USA,"112,500"
1/12/2020,Portals,Software,USA,"7,500"
1/03/2020,Portals,Supplies,USA,"3,000"
1/06/2020,Portals,Supplies,USA,"3,000"
1/09/2020,Portals,Supplies,USA,"3,000"
1/12/2020,Portals,Supplies,USA,"3,000"
1/01/2020,Portals,Telecomm,USA,357
1/02/2020,Portals,Telecomm,USA,357
1/03/2020,Portals,Telecomm,USA,357
1/04/2020,Portals,Telecomm,USA,357
1/05/2020,Portals,Telecomm,USA,357
1/06/2020,Portals,Telecomm,USA,357
1/07/2020,Portals,Telecomm,USA,357
1/08/2020,Portals,Telecomm,USA,357
1/09/2020,Portals,Telecomm,USA,357
1/10/2020,Portals,Telecomm,USA,357
1/11/2020,Portals,Telecomm,USA,357
1/12/2020,Portals,Telecomm,USA,357
1/03/2020,Portals,Training,USA,"1,500"
1/06/2020,Portals,Training,USA,"1,500"
1/09/2020,Portals,Training,USA,"1,500"
1/12/2020,Portals,Training,USA,"1,500"
1/06/2020,Portfolio Management,Administrative,USA,"-11,813"
1/07/2020,Portfolio Management,Administrative,USA,"-11,813"
1/08/2020,Portfolio Management,Administrative,USA,"-11,813"
1/09/2020,Portfolio Management,Administrative,USA,"-11,813"
1/10/2020,Portfolio Management,Administrative,USA,"-11,813"
1/11/2020,Portfolio Management,Administrative,USA,"-11,813"
1/12/2020,Portfolio Management,Administrative,USA,"-11,813"
1/01/2020,Portfolio Management,Employee Performance,USA,145
1/02/2020,Portfolio Management,Employee Performance,USA,145
1/03/2020,Portfolio Management,Employee Performance,USA,145
1/04/2020,Portfolio Management,Employee Performance,USA,145
1/05/2020,Portfolio Management,Employee Performance,USA,145
1/06/2020,Portfolio Management,Employee Performance,USA,145
1/07/2020,Portfolio Management,Employee Performance,USA,145
1/08/2020,Portfolio Management,Employee Performance,USA,145
1/09/2020,Portfolio Management,Employee Performance,USA,145
1/10/2020,Portfolio Management,Employee Performance,USA,145
1/11/2020,Portfolio Management,Employee Performance,USA,145
1/12/2020,Portfolio Management,Employee Performance,USA,145
1/01/2020,Portfolio Management,Hardware,USA,125
1/02/2020,Portfolio Management,Hardware,USA,125
1/03/2020,Portfolio Management,Hardware,USA,125
1/04/2020,Portfolio Management,Hardware,USA,125
1/05/2020,Portfolio Management,Hardware,USA,125
1/06/2020,Portfolio Management,Hardware,USA,125
1/07/2020,Portfolio Management,Hardware,USA,125
1/08/2020,Portfolio Management,Hardware,USA,125
1/09/2020,Portfolio Management,Hardware,USA,125
1/10/2020,Portfolio Management,Hardware,USA,125
1/11/2020,Portfolio Management,Hardware,USA,125
1/12/2020,Portfolio Management,Hardware,USA,125
1/01/2020,Portfolio Management,Hardware Maintenance,USA,125
1/02/2020,Portfolio Management,Hardware Maintenance,USA,125
1/03/2020,Portfolio Management,Hardware Maintenance,USA,125
1/04/2020,Portfolio Management,Hardware Maintenance,USA,125
1/05/2020,Portfolio Management,Hardware Maintenance,USA,125
1/06/2020,Portfolio Management,Hardware Maintenance,USA,125
1/07/2020,Portfolio Management,Hardware Maintenance,USA,125
1/08/2020,Portfolio Management,Hardware Maintenance,USA,125
1/09/2020,Portfolio Management,Hardware Maintenance,USA,125
1/10/2020,Portfolio Management,Hardware Maintenance,USA,125
1/11/2020,Portfolio Management,Hardware Maintenance,USA,125
1/12/2020,Portfolio Management,Hardware Maintenance,USA,125
1/01/2020,Portfolio Management,Internal Labor,USA,"75,901"
1/02/2020,Portfolio Management,Internal Labor,USA,"77,048"
